latitude,longitude,brightness,frp,type
35.0108,-96.2345,315.7,10.7,0
34.664,-94.0453,304.6,4.5,0
34.5178,-93.1244,307.9,6.8,0
34.3351,-96.7471,309.6,5.4,0
34.3024,-97.0666,324.3,18.2,0
37.5611,-94.6385,337.7,36.3,0
37.5595,-94.6274,338.5,37.5,0
36.877,-92.6953,303.1,3.7,0
36.9968,-93.5773,308,6.7,0
37.0588,-94.3567,308.9,6.6,0
36.9171,-93.9026,305.6,4,2
36.8296,-94.3699,304.6,3.1,0
36.7067,-93.6758,303.9,4,0
36.662,-93.8075,308.8,7.3,0
36.5866,-94.1634,306,4.7,0
31.385,-93.7925,304.7,6,0
31.5299,-83.376,303.6,44.2,0
33.9163,-95.5887,306.4,4.9,0
31.5312,-83.3825,304.8,53,0
33.6638,-94.5134,303.8,3.2,0
33.6556,-94.521,304.2,3.3,0
33.403,-93.5579,306.5,6.2,0
33.4011,-93.5465,306.5,6.1,0
33.3938,-93.56,303.6,4.1,0
33.392,-93.5486,306.3,5.8,0
33.5762,-96.7133,318.4,11.3,0
33.3262,-95.0902,305.5,4.1,0
33.2217,-95.8877,311.5,7,0
32.7359,-94.7907,327,22.7,0
32.5694,-94.2538,307.4,6.3,0
31.7307,-91.6038,306.7,8.3,0
31.8111,-92.5832,305,7.7,0
31.8013,-92.5855,306.2,8.7,0
31.667,-92.4642,367,143.4,0
31.6648,-92.4513,338,51.3,0
31.6572,-92.4665,336.2,48.4,0
31.6549,-92.4536,338.8,53.8,0
31.6527,-92.4408,311.8,11.7,0
31.6573,-92.4722,322.9,26.7,0
31.6551,-92.4593,332.5,42.1,0
31.6529,-92.4464,326.8,31.1,0
32.0609,-95.831,314.3,8.3,0
32.0011,-95.488,306,3.5,0
31.7376,-94.0803,304.6,4,0
31.4825,-93.2021,309.2,9.5,0
31.473,-93.2043,314.6,14.2,0
31.4992,-94.4456,304.3,4.9,0
31.3831,-93.7812,319.9,19.5,0
31.4789,-95.3939,310.9,7.3,0
31.0963,-93.0507,314.7,13.8,0
31.0833,-93.4702,302.6,5.1,0
30.9245,-93.1904,303.5,6.7,0
31.0837,-94.2195,306.9,6.1,0
31.082,-94.2084,306.4,5.9,0
31.073,-94.1529,312.1,9,0
31.0712,-94.1418,335.5,37.4,0
31.0695,-94.1307,335.5,36.3,0
31.062,-94.1437,309.7,7.7,0
30.7583,-94.6181,306.6,6.2,0
30.3391,-93.3711,313.2,11.3,0
29.7711,-94.8685,332.5,27.6,2
46.4378,-117.4161,313.7,9.9,0
47.0979,-113.2653,303.3,7.6,0
35.3224,-111.5726,335.9,109.2,0
33.6727,-117.909,320,7,2
36.4436,-119.4426,316.2,8,0
35.3098,-111.5769,428.5,1553.8,0
33.8806,-117.8906,320.6,6.3,2
36.4889,-119.8878,324.3,21.1,0
26.6984,-81.9091,325.4,7.3,2
27.0923,-80.6165,335.4,25.9,0
29.9738,-82.8291,317.6,7.8,0
30.2184,-83.1621,319.3,9.6,0
30.2167,-83.1728,319.3,9.3,0
30.2573,-83.0929,314.5,6.9,0
30.335,-83.9505,316.9,14.3,0
30.4517,-83.4978,312.6,9.2,0
30.3332,-83.9619,319.5,17.7,0
30.4043,-83.9125,309.5,6.2,0
27.6052,-80.565,322.9,10.7,0
28.3294,-81.1761,330.7,23.3,0
28.9844,-82.2336,323,13,0
28.9829,-82.2439,348.3,53.5,0
28.9813,-82.2542,313.4,5.4,0
29.5385,-82.232,324.9,19.8,0
30.1061,-81.5107,320.8,12.1,0
29.9668,-82.822,321.4,11.9,0
29.9652,-82.8326,316,7,0
30.6168,-83.682,311.6,6.2,0
31.1534,-84.3716,311.8,5,0
31.3826,-84.2798,313.4,7.6,0
31.5324,-83.3937,314.2,9.3,0
31.4592,-84.0199,308.7,4.7,0
31.8771,-82.0769,311.4,6.9,0
30.7149,-89.2453,348.9,184.3,0
30.7103,-89.2676,326.2,70.8,0
30.7275,-89.2487,317.7,44.6,0
30.7229,-89.2711,341.1,140,0
31.4156,-85.7374,306,9.2,0
31.8204,-84.2541,304.5,4.4,0
32.389,-81.8434,311.5,5.9,0
30.2543,-93.2907,314.6,90.8,0
30.2576,-93.2992,314.7,92.3,0
32.5792,-81.0006,316.6,10.7,0
32.5253,-81.3985,317.2,11.4,0
32.5238,-81.4092,312.1,6.6,0
32.6458,-80.9072,312.5,9.1,0
32.6443,-80.9181,316,11.7,0
32.78,-81.2788,310.3,5.9,0
33.0904,-79.4473,318.4,18.2,0
32.5564,-83.8828,313.5,8.3,0
32.7121,-83.3499,305.3,5.4,0
32.7104,-83.3607,311.4,9.7,0
33.2106,-79.8797,309.9,9.4,0
33.2091,-79.8916,307.1,6.7,0
33.0726,-81.3654,323.1,16.9,0
32.9574,-82.5113,318.1,11.6,0
33.4976,-79.7887,317.1,14,0
33.4961,-79.8008,308.8,6.3,0
33.0313,-84.9565,308.1,7.5,0
33.0294,-84.9684,305.8,5.3,0
33.9311,-78.7895,306.5,7,0
33.8791,-80.6801,312.9,10.2,0
33.7171,-83.6719,316.5,13.6,0
33.7154,-83.6828,304.8,4.5,0
33.6168,-84.5396,309.4,6.5,0
32.5436,-91.4763,304.9,18.6,0
33.8734,-85.2938,302.7,5.3,0
34.6574,-80.2001,305,4.7,0
34.6632,-80.1954,308.3,7.2,0
30.5489,-83.6504,309.3,7.5,0
30.5471,-83.6614,321.2,18.4,0
30.615,-83.6931,312.4,7.6,0
30.964,-81.6257,316.8,11.4,0
30.65,-83.7122,311.4,7.5,0
30.6528,-83.7999,316.4,12.3,0
30.6879,-83.8191,311.4,7.5,0
30.6477,-84.1264,308.5,5.6,0
30.6571,-84.1284,312,8.9,0
30.5559,-84.7416,308.7,7.1,0
30.7155,-83.8251,319.4,13.1,0
30.7248,-83.8272,320.5,14.9,0
30.723,-83.8383,314.1,8.2,0
30.6813,-84.2464,313.3,11.4,0
30.7339,-84.0444,308.2,6.3,0
30.7669,-83.8997,310.8,6,0
30.7779,-83.8905,314.6,10,0
30.7856,-83.962,308.2,5.2,0
30.7838,-83.9733,312,8.3,0
30.8706,-84.4582,310.7,8,0
31.1135,-84.2242,307.3,4.6,0
36.7369,-86.9001,303.7,5.7,0
36.1495,-84.0849,304.1,3.8,0
35.9995,-85.0538,304.5,4.9,0
35.2195,-78.333,303.8,6.2,0
35.1148,-79.3605,305.6,6.7,0
35.1133,-79.3742,304.7,5.6,2
35.1481,-79.3454,307.1,8.6,0
34.6352,-84.9982,311.3,10.5,0
34.6333,-85.0097,309.7,9.4,0
34.8236,-84.7625,304.4,5.1,0
35.9614,-80.4691,302.5,4.1,0
36.0169,-80.9124,304.7,5.6,0
36.1749,-82.9057,300.5,2.7,0
36.1949,-83.0233,301,2.7,0
36.1591,-83.3997,304.6,4.1,0
36.2417,-83.2087,303,3.4,2
35.9302,-86.539,305,4.9,0
35.9873,-86.5745,310,6.6,2
36.0635,-86.4373,306.3,7.7,0
35.9775,-87.2142,322.7,28.1,0
36.1702,-87.9669,310.2,14.6,0
36.6356,-86.5859,305.4,6.3,0
36.9187,-86.5066,305.3,4.2,0
36.9363,-86.9392,304.1,5.8,0
37.279,-85.8446,305.4,5.9,0
35.1684,-78.5112,335.3,52.9,0
35.1668,-78.5262,312.4,13,0
35.2211,-78.3176,312.2,15.8,0
40.0067,-91.9775,313.8,29.4,0
36.3823,-96.4063,304.6,33.3,0
36.3698,-96.4536,319.4,133.2,0
36.3833,-96.4144,311.1,63.8,0
36.3704,-96.4619,317.6,110.9,0
38.4299,-87.5068,300.3,2.8,0
38.3748,-89.3793,302.8,5.9,0
39.8483,-91.8371,302.2,9.6,0
37.9658,-93.1743,305.7,22.9,0
37.9581,-93.1786,304.4,18.6,0
40.127,-89.1267,304.1,6.1,0
37.5745,-87.0759,307,7.6,0
37.0219,-90.2894,306.8,12.8,0
42.444,-89.1193,337.2,51.8,0
41.6357,-87.1473,315.4,12.1,2
41.4345,-90.393,308.3,13.7,0
42.4466,-89.1048,318.1,20.7,0
42.796,-89.5813,308.5,9.9,0
42.7933,-89.5963,305.3,7.5,0
42.8088,-89.6817,301.7,5.7,0
42.9868,-89.9024,308.7,9.1,0
42.9952,-89.9118,309.1,9.3,0
42.923,-90.7716,301,8.3,0
43.3877,-89.3037,322.2,22.8,0
43.3851,-89.3181,346,68.1,0
43.4076,-89.2493,307.2,7.6,0
43.405,-89.2637,308,8.4,0
43.3972,-89.307,321.7,22.3,0
43.3946,-89.3214,340.7,55.6,0
43.4897,-89.485,304.5,7.6,0
44.2732,-88.5177,302,3.5,0
43.9235,-90.7368,319.1,27.4,0
43.93,-91.3869,302.4,11.9,0
44.8945,-89.5275,301.8,5.4,2
44.9052,-88.7588,300.6,5.1,0
44.9075,-88.7453,307.4,9.6,0
36.1959,-104.9694,338.5,35.1,0
36.7814,-96.2296,315.5,74.3,0
35.7221,-105.5003,321.1,17.5,0
35.3118,-111.5769,437.7,792.6,0
35.3094,-111.5901,410.7,454.5,0
35.3287,-111.5394,335.1,34.7,0
35.3263,-111.5529,403.3,373.6,0
35.324,-111.5662,469.9,1417,0
35.3216,-111.5794,444.1,896.7,0
35.3362,-111.5554,340.3,49.2,0
35.3338,-111.5687,342,55.7,0
35.3019,-111.5743,389.9,271.1,0
35.2995,-111.5875,369.1,153.8,0
36.2039,-104.9843,459.8,0,0
36.2055,-104.9714,448.6,0,0
36.7875,-96.2386,313.3,62.7,0
35.3043,-111.5611,322.9,15.7,0
36.215,-104.9735,404.9,0,0
35.3165,-111.5504,349.1,68.8,0
35.3141,-111.5636,404,379.5,0
38.8573,-111.464,337,38.8,0
19.4061,-155.2691,363.4,299.4,1
19.4085,-155.2903,367.3,337.3,1
19.4093,-155.2815,369.7,121,1
19.3999,-155.2798,425.7,508.8,1
19.3983,-155.2902,409.4,353.9,1
19.4077,-155.2918,361.4,90.6,1
30.9406,-88.0138,303.1,9.9,2
30.259,-93.2829,323.6,29.4,0
30.2571,-93.2945,319.1,24.2,0
36.2664,-104.9774,334.7,314.6,0
36.2632,-104.9719,332,283.9,0
36.2551,-105.0209,304.3,72,0
35.403,-111.4397,384.4,329.4,0
35.4011,-111.4577,372.2,236.8,0
35.3993,-111.476,331.5,55.9,0
35.3976,-111.4921,312.2,21.5,0
35.3947,-111.4273,342.8,95,0
35.393,-111.4453,367.8,208.6,0
35.3914,-111.4627,384.3,327.8,0
35.3897,-111.4804,363.3,177.7,0
35.3881,-111.4976,353.1,130.8,0
35.3832,-111.5492,327.5,52.4,0
35.4058,-111.4286,353.9,139.2,0
35.4041,-111.4465,385,335.5,0
35.4023,-111.4651,364.1,187,0
35.4007,-111.4823,307.7,15.8,0
35.4168,-111.43,344.6,101.8,0
35.4151,-111.4475,382.7,316.5,0
35.4134,-111.4657,339.4,81.6,0
35.3689,-111.5567,355.5,140.3,0
33.415,-110.8557,304.5,14.1,2
33.4132,-110.8731,302.9,12.1,2
34.4189,-112.3957,309.7,21.2,0
35.7225,-105.5116,301.8,52.7,0
35.7293,-105.518,301.8,54.5,0
35.311,-111.5828,300.8,13.6,0
35.3219,-111.5847,378.1,274.5,0
35.3201,-111.6025,323.1,43.6,0
35.3345,-111.5688,356,141.8,0
35.3327,-111.5867,372.9,237.8,0
35.3554,-111.4694,310.1,21.4,0
35.3537,-111.4863,333.1,63.9,0
35.347,-111.5539,325.3,40,0
35.3453,-111.5709,339.6,80.4,0
35.3435,-111.5891,302.4,13.4,0
35.3664,-111.4704,312.8,24,0
35.3647,-111.4878,326.6,46.9,0
35.3579,-111.5556,325.1,38.4,0
35.3562,-111.5726,345.9,101.1,0
35.3809,-111.437,303.2,14.2,0
35.3792,-111.4544,349.7,120.3,0
35.3774,-111.4719,351.8,126.2,0
35.3757,-111.4894,337.1,72.5,0
35.3739,-111.5065,326.6,45.7,0
35.3706,-111.5398,355.5,139,0
35.3671,-111.5741,324.4,44.8,0
35.3937,-111.4206,313.2,25.4,0
35.3919,-111.4384,369.5,220.4,0
35.3901,-111.4559,398.2,464,0
35.3884,-111.4735,383.6,316.6,0
35.3866,-111.4912,375.9,256.9,0
35.3849,-111.5079,333.4,60.8,0
35.3814,-111.5422,340.2,84,0
35.3797,-111.559,324,44.1,0
35.4048,-111.4219,320,36.3,0
36.2732,-104.9612,325.6,97.3,0
35.7255,-105.4901,303.3,36.9,0
35.7289,-105.4816,301.1,34.7,0
26.1074,-98.2901,305.5,5.6,0
19.4121,-155.303,306.6,31.9,1
19.402,-155.2957,334.2,123.6,1
19.399,-155.3011,317.5,58,1
19.4043,-155.2737,320.3,68,1
19.4012,-155.2791,327.7,94.9,1
19.4143,-155.2808,313.6,49.6,1
34.4039,-112.4133,306.2,44.6,0
34.4079,-112.4057,304.5,37.9,0
19.3999,-155.2622,307.2,20,1
19.4019,-155.2786,350.3,143.8,1
19.3999,-155.2731,307.8,23,1
19.4114,-155.2717,373.4,288.5,1
19.4132,-155.2876,359.9,195.8,1
38.2831,-75.4634,326.4,39.1,0
39.3726,-77.2825,300.2,2.6,0
41.1994,-75.9406,303.5,5.7,2
40.61,-75.3182,311.2,13,2
40.4717,-75.7597,301,4.6,0
40.0724,-74.1663,302.4,4.7,2
40.5696,-77.6021,300.8,3.9,0
40.2295,-76.7366,302.3,4.5,2
40.1975,-76.9813,306.6,5.1,2
40.1756,-77.2324,305.4,6.9,2
40.0276,-77.5202,305.9,6.5,0
39.9101,-77.6608,305.9,5,2
39.6974,-77.8896,322.4,20.9,0
39.2849,-75.6175,302.9,4.9,2
39.2276,-78.1458,304.4,4.2,0
39.2185,-78.1482,304.7,4.1,2
38.2814,-75.4744,307.2,13.5,0
38.2785,-75.4591,321.3,32.2,0
36.5899,-79.3274,303.8,2.7,2
36.6433,-79.8502,307.1,5.3,2
36.5017,-79.1773,303.9,4.8,0
37.1028,-83.5318,309.4,9.2,0
36.0739,-77.1018,304,6.7,0
36.288,-78.3901,305.2,5,2
36.2833,-78.3979,303.9,4.7,0
36.0192,-78.0438,303.2,5.3,0
36.223,-80.309,306.3,4.6,0
36.2113,-80.2953,304.9,4,0
36.0394,-80.3172,307.8,5.2,2
35.9605,-80.4719,303.6,4.2,0
35.934,-80.6021,303.8,3.6,0
35.776,-79.8071,305.3,4.6,0
35.8542,-81.387,305.7,5.2,0
36.0813,-83.1568,303.1,5.2,0
35.159,-77.134,303.7,6.3,0
35.2497,-79.8732,304.5,6,0
35.3174,-80.5565,307,6.5,0
35.8207,-84.9129,311.7,9.9,0
35.8191,-84.8987,345.7,73.2,0
35.809,-84.9006,318.4,18.4,0
35.8109,-84.9061,335.2,47.4,0
35.8093,-84.8922,315.3,14.7,0
35.049,-79.5964,322.8,19.2,0
35.0472,-79.5852,328.8,26.6,0
35.1207,-80.234,303.6,4.7,0
36.6007,-79.3366,304.3,3.5,2
36.8956,-80.9302,303.2,3.1,0
36.3519,-76.8062,304.1,8.4,2
36.7876,-76.2423,308.6,6.5,2
37.1044,-77.8709,320.5,20.3,0
37.3716,-79.2362,303.8,2.6,2
37.4022,-77.9286,306.7,7.5,0
37.2041,-76.5967,303.1,6.2,2
37.4875,-77.4487,308,5.2,2
37.7002,-77.4325,304.9,5.7,2
37.7056,-77.4386,306.5,5.6,2
33.0689,-84.5847,314.7,14,0
34.874,-79.0266,305.8,4.5,0
34.7963,-80.4098,304.4,4.5,0
34.2091,-78.0109,318.4,17.5,0
34.2068,-77.998,307.6,6.5,0
34.5612,-80.2036,322.9,17,0
34.5595,-80.1927,374.6,132.9,0
34.1958,-78.108,314,14.1,0
34.1936,-78.0952,316.5,16.4,0
34.5339,-80.2049,319.5,15.2,0
34.1924,-78.1019,314.2,12.6,0
34.7608,-82.064,302.6,4.5,0
34.5557,-80.7721,305,5.1,0
34.5541,-80.7613,309,7.7,0
34.044,-78.303,304.1,5.2,0
34.0401,-78.2973,306.3,7.3,0
33.9579,-78.5946,321.8,22,0
34.0575,-79.7643,303.1,3.1,0
34.0557,-79.7531,303.3,3.2,0
34.1411,-80.5969,302.8,4.7,0
33.8197,-79.7787,311.7,9.4,0
34.0595,-82.7198,303.5,7.8,0
33.7102,-80.6208,327.3,24.1,0
33.7086,-80.61,306.7,6.1,0
33.526,-79.459,321.4,18.2,0
33.5168,-79.4611,317.4,13.6,0
33.7211,-80.8735,304.8,3.7,0
34.0753,-83.7532,308.7,8.2,0
34.1056,-84.2315,318.4,14.4,2
33.3108,-79.7273,307.8,7.9,0
33.7171,-83.6738,303.5,4.6,0
33.3752,-81.5257,323,18.6,0
33.0343,-80.9146,313.2,9.8,0
33.0327,-80.9039,328.4,25.3,0
32.9004,-81.2508,322.7,17.3,0
32.8261,-81.3706,310.1,5.6,0
33.3991,-85.9445,313.9,17,0
33.3886,-85.9459,307,8.6,0
32.6127,-81.552,334.6,30.5,0
32.6112,-81.5414,323.9,17.4,0
32.3876,-81.8367,312.2,6.3,0
32.2303,-81.2154,313.1,7.7,0
32.846,-86.1867,308.9,9.4,0
32.8444,-86.1719,307.6,8,0
32.8495,-86.177,313.8,15.7,0
32.1619,-81.1918,312.5,5.9,0
32.1017,-81.2216,311.2,6.2,0
32.1002,-81.2111,310.2,5,0
32.0206,-81.1731,310,5.9,0
32.07,-81.6882,307.6,3.8,0
32.0611,-81.69,337.8,34.7,0
32.0595,-81.6795,332.5,26.8,0
32.0522,-81.6917,345.2,47.4,0
32.0506,-81.6813,363.2,89.9,0
32.0491,-81.6708,342.6,43,0
32.0473,-82.6794,313.2,7.4,0
31.9808,-82.5357,321.5,15.5,0
31.9794,-82.5252,324.9,19,0
32.272,-84.812,309.6,7,0
31.9719,-82.5375,318.6,12.5,0
31.9704,-82.5269,326.9,21,0
28.7733,-81.9866,326.4,13.5,0
31.1973,-82.9229,310.5,6.9,0
31.1958,-82.9124,310.3,6.7,0
31.381,-84.6298,320,15.9,0
31.2561,-84.3732,315.7,8.2,0
31.2467,-84.3748,341.2,45.5,0
31.2452,-84.3634,318.8,11.5,0
30.8312,-81.9191,323.4,18.8,0
31.1211,-84.4839,315.7,9,0
30.945,-83.1603,336.6,34.8,0
30.936,-83.1619,335.2,32.6,0
30.9345,-83.1514,323.9,18,0
30.9926,-83.9834,308.7,5.1,0
30.8933,-83.9281,307.6,4.6,0
30.8374,-83.8597,309.1,4.9,0
30.8359,-83.8488,311.3,6.6,0
30.8496,-84.0773,314.3,9.6,0
30.8481,-84.0663,323.1,18.9,0
30.8404,-84.0789,326.5,22.6,0
30.8389,-84.0679,321.1,16.3,0
30.7798,-83.9768,313.4,7.9,0
30.7784,-83.9659,309.9,4.8,0
30.7146,-83.4918,308.4,4.9,0
30.7514,-83.9036,311.9,5.9,0
30.7238,-83.8256,312.8,7,0
30.7513,-84.1002,326.1,20.9,0
30.7285,-84.0704,308.3,4.5,0
30.6487,-83.6845,312.8,6.5,0
30.5495,-83.3608,318,8,0
30.4766,-83.2342,327.6,18.7,0
30.4752,-83.2238,336.5,31.3,0
30.5722,-84.065,308,3.6,0
30.4585,-83.502,309.5,5.2,0
30.457,-83.4914,325.4,19.7,0
30.4494,-83.5036,319.1,13.3,0
30.448,-83.493,340.7,41.7,0
30.4284,-83.8192,315.9,11.9,0
30.427,-83.8084,310.9,7.6,0
30.431,-83.9069,308.8,5,0
30.2538,-83.0905,325.4,17.6,0
30.4448,-85.2788,338.8,44.2,0
30.4424,-85.5815,324.1,18,0
30.4409,-85.5689,358.2,98.1,0
30.4107,-85.4845,311.2,4.8,0
30.4267,-85.8765,318.8,17.7,0
30.248,-84.4622,323.7,18.8,0
30.2372,-84.4526,341.5,44.7,0
30.1957,-84.4253,320.7,16.5,0
29.8327,-82.2193,308.9,4.4,0
30.346,-86.1371,325,25.7,0
30.3444,-86.1237,312.2,8.1,0
29.8025,-82.0778,311.9,6.9,0
29.8009,-82.0676,325.4,19,0
30.4188,-86.9606,337.7,63.3,0
30.4172,-86.9456,328.8,42,0
29.2082,-82.993,320,13.1,0
29.2068,-82.9828,321.4,14.8,0
28.99,-82.3832,316.6,9.4,0
28.7823,-81.9849,327.6,15.1,0
31.4154,-84.3335,310.2,5.2,0
28.6571,-82.5643,331.1,23.7,0
31.4467,-84.5769,312.6,6.9,0
28.6482,-82.5659,331,23.4,0
28.6393,-82.5676,321.1,12.9,0
28.2097,-82.4719,331.5,23.3,0
31.5132,-85.1064,312.1,11,0
31.4907,-83.9382,334.8,34.9,0
31.4922,-83.9494,319.7,14.9,0
31.5683,-84.3183,313.9,10.5,0
31.5698,-84.3298,317.9,14.6,0
31.5623,-84.0519,311.3,5.5,0
31.4322,-84.1958,318.4,11.6,0
31.4337,-84.2071,314.1,7.1,0
31.4342,-84.1376,312.4,7.2,0
31.4357,-84.1489,310.7,5.7,0
26.6755,-80.5416,315.5,7.4,0
26.1611,-81.7583,320.4,7.1,2
45.8325,-111.1816,317,40.5,0
41.8536,-103.3597,317.1,6.1,0
41.8451,-103.3681,325.2,14.4,0
38.1176,-104.0501,334.5,24.8,0
38.6953,-108.0878,326.3,13.1,0
38.1158,-104.0388,322.5,9.8,0
37.8099,-109.4117,345.9,71.2,0
37.7997,-109.4139,319,14.4,0
37.1062,-108.1494,328.5,14.6,0
36.2717,-104.9834,339.4,36.8,0
36.2632,-104.9919,335.2,30.2,0
36.2576,-105.0159,358.8,75.8,0
36.2488,-105.0179,332.1,23.2,0
36.2448,-105.0527,359.3,75.8,0
36.2432,-105.0418,346.8,47.6,0
36.2415,-105.0309,324.9,15.5,0
36.236,-105.0547,357.9,71,0
36.2343,-105.0438,342.6,37.6,0
36.2254,-105.0458,334.4,24,0
36.2238,-105.0348,358.1,71.8,0
36.2221,-105.0238,326.5,15.1,0
36.2149,-105.0368,377.3,133.5,0
36.2133,-105.0258,394.5,213.2,0
36.2116,-105.0148,335.1,25.4,0
36.2011,-105.0058,335.4,22.3,0
36.1994,-104.9949,330.8,15.1,0
36.1922,-105.0078,325,8.4,0
36.1906,-104.9968,354.7,57.6,0
36.1817,-104.9988,337.1,24.2,0
35.7292,-105.4972,350.3,58,0
35.7276,-105.4863,325.9,18.3,0
35.7204,-105.4991,319.6,12.1,0
33.6429,-98.925,328.3,41.4,0
33.6384,-98.9032,320.9,17.7,0
34.4035,-112.3908,322.4,33.3,0
34.3936,-112.4131,335.3,69.7,0
35.3765,-111.5371,328.4,31.5,0
35.3686,-111.5742,334.5,55,0
35.3669,-111.5567,323.3,23.1,0
35.3346,-111.5786,332.9,44.3,0
35.3246,-111.5854,359.1,151.3,0
34.5654,-106.771,358.3,68.1,0
34.3954,-112.4321,338.8,83.3,0
35.3799,-111.5725,333.3,51.1,0
35.3782,-111.5547,326.6,30.8,0
29.2234,-103.2911,325.8,17.2,0
29.2262,-103.3062,335.3,38.2,0
33.1283,-79.5278,311.4,69.7,0
33.1129,-79.5224,329.8,185.8,0
33.1112,-79.5546,316.2,92.1,0
34.2064,-78.0104,305.2,19.5,0
33.1201,-79.5171,330.6,190.6,0
36.3478,-76.8074,305,17.4,2
37.197,-76.5997,302.5,11,2
38.2888,-75.4673,308.4,16.3,0
36.3502,-76.8149,304.8,17,2
38.5343,-78.7487,302.6,14.2,0
38.5613,-78.8144,311,29,0
38.5574,-78.8204,323,70.1,0
38.5515,-78.8465,304.6,18.9,0
39.6943,-77.8889,301.2,8.5,0
40.7038,-73.7763,312.2,6,2
41.5992,-71.4329,304.6,3.3,2
42.4766,-73.8118,300.9,4.1,2
30.1989,-84.4606,333.6,100.5,0
28.6477,-82.5737,315.2,42.9,0
30.1941,-84.4297,319.3,47.1,0
30.1919,-84.4549,323.7,65.7,0
30.2076,-84.4312,331.5,90.7,0
30.2054,-84.4564,347.7,191.4,0
30.2189,-84.4578,334.6,104.8,0
30.201,-84.4353,341.2,142.3,0
30.2145,-84.4368,338.2,131.1,0
30.2124,-84.4621,338.5,134.5,0
30.6535,-83.4169,309.9,24.3,0
30.8861,-84.6328,313.9,18.6,0
30.8934,-84.6388,315.8,22.1,0
31.3079,-88.6148,331,45.9,0
31.4968,-88.917,317.5,15.9,0
31.5069,-88.9186,322.4,22.1,0
31.517,-88.9202,363.8,134.2,0
31.5287,-88.9081,325.2,26,0
31.5272,-88.9218,364.2,137.5,0
31.5388,-88.9098,343.9,69,0
31.5373,-88.9234,339,55.8,0
31.549,-88.9114,346.8,79.3,0
32.2131,-85.7236,307,17,0
32.5688,-86.5247,311.2,16.7,0
32.5808,-86.5262,310.6,14.8,0
32.5512,-91.4728,315.2,8.2,0
33.6348,-98.9102,348.5,85.2,0
33.6316,-98.9271,331.7,28.3,0
33.6458,-98.9132,354.2,111.6,0
33.6426,-98.9301,332.8,31.7,0
35.4634,-85.6031,304.7,26,0
37.1116,-83.5434,310.8,39.6,0
37.106,-83.5468,312.9,49.4,0
34.5752,-106.7423,324.2,78.1,0
34.5623,-106.7916,343.1,339.6,0
36.1906,-105.027,341.9,207.2,0
36.2059,-105.0309,361.5,465.3,0
36.2011,-105.0347,365.2,530,0
41.7589,-97.5505,313.6,7.1,0
41.8474,-103.378,330.5,65,0
41.84,-103.3799,319.4,32.2,0
41.8517,-103.3843,319.6,30.6,0
42.313,-107.7604,359.6,472.8,0
42.3098,-107.7638,339.4,226.3,0
42.3246,-107.7695,323.7,112.4,0
31.8742,-109.5778,334.7,59.8,0
31.8762,-109.5528,335.7,65.9,0
31.8897,-109.5543,382.1,515.3,0
31.8876,-109.5792,352.3,171.7,0
34.387,-112.4257,346.3,99.9,0
34.4019,-112.3922,328.6,39.1,0
34.4001,-112.4101,340.2,73.4,0
34.3983,-112.4278,331.4,45.3,0
34.3965,-112.4464,325.3,29.6,0
34.3989,-112.3973,332.1,49.9,0
34.3972,-112.4147,339.9,72.6,0
34.3955,-112.4331,337.3,64.7,0
35.412,-111.4663,341.6,86.7,0
35.3937,-111.5042,331.9,44.6,0
37.1216,-119.2323,326.6,20.8,0
37.4877,-120.6046,318.7,9.3,0
35.4101,-111.4605,343.9,96.3,0
35.3248,-111.5838,345.4,114.7,0
35.3875,-111.4348,344.7,98,0
35.3228,-111.6076,335.6,76.5,0
35.3892,-111.4406,338.4,66.3,0
35.414,-111.4426,324.1,20.2,0
37.9041,-121.2467,319.7,4.2,2
37.6858,-121.1724,322.7,13.6,0
38.8563,-111.5015,347.5,160.8,0
38.8546,-111.5246,329,66.2,0
37.7467,-121.4121,324.4,13.3,2
42.3146,-107.7413,311.3,70.3,0
42.3131,-107.7869,316.6,97.6,0
42.3207,-107.7501,316.3,95.7,0
46.769,-111.7899,344.9,208.1,0
19.3971,-155.2891,327.7,100.7,1
19.399,-155.2841,325.8,84.7,1
33.0149,-79.8884,302,8.7,2
35.4301,-111.4502,340.9,168.1,0
35.7277,-105.4898,310.6,14.9,0
35.7258,-105.5017,319.4,23.5,0
35.737,-105.4919,305.2,11.9,0
36.2284,-104.9781,310.2,13.6,0
36.2267,-105.0491,317.3,18,0
36.2666,-104.9752,307.7,13.1,0
36.263,-104.9981,314.6,16.6,0
36.2612,-105.0096,307.7,11,0
36.275,-104.9711,310.6,15.5,0
36.2731,-104.9825,328.9,34.5,0
36.2713,-104.994,314.5,17.8,0
36.2695,-105.0054,312.3,16.6,0
36.2677,-105.017,304.9,11.2,0
35.3986,-111.4848,315.7,57.4,0
35.3932,-111.5098,313.9,54.1,0
35.4219,-111.4419,324.1,87.7,0
35.4167,-111.4661,312.5,49.5,0
35.4348,-111.4467,331.1,119.2,0
35.4172,-111.4452,308.9,37,0
35.4064,-111.4939,304.6,29.4,0
35.4356,-111.4251,300.7,19.6,0
30.2628,-93.2556,303.7,28.6,0
30.2653,-93.2868,320.6,93.5,0
30.2663,-93.2815,324.1,112.8,0
19.3998,-155.2811,329.7,106.9,1
19.4127,-155.2837,327.4,97.5,1
36.2204,-105.0402,303.8,10.2,0
36.274,-104.9723,327.1,32.5,0
