latitude,longitude,brightness,frp,type
61.5288,-155.7527,327.7,26.4,0
61.4806,-155.9899,337.6,47.3,0
61.5423,-155.7398,344.2,59.4,0
61.5337,-155.7823,378.2,186.5,0
61.5514,-155.7479,338.9,46.6,0
61.5385,-155.8118,380.2,196.8,0
61.5342,-155.8333,413.7,456.6,0
61.5649,-155.7345,331.9,33.4,0
61.5606,-155.756,339.4,47.1,0
61.5477,-155.8202,326.9,21.7,0
61.5434,-155.8416,349.4,71.2,0
61.539,-155.863,327.8,24.9,0
61.5741,-155.7425,330,28.7,0
61.5355,-155.988,338.5,46,0
61.549,-155.9746,344.6,60.4,0
61.5447,-155.9963,354.7,89.5,0
61.5886,-155.8316,332.3,34.9,0
61.5757,-155.8962,323.5,21.9,0
61.5714,-155.9178,317.3,13,0
61.5495,-156.0264,344.6,63.6,0
61.5854,-155.9561,338.7,47,0
61.5766,-155.9996,331.8,36.6,0
61.589,-155.9386,327.7,29,0
61.5846,-155.9602,326,25.9,0
61.5801,-155.9818,325,24.4,0
61.5757,-156.0035,326.4,27.6,0
61.5938,-155.9684,329,34.2,0
61.5893,-155.9901,320.4,21.2,0
61.1808,-159.3194,345.2,94.3,0
61.197,-159.3038,350.3,112.6,0
61.1908,-159.3301,371.9,229.9,0
61.1846,-159.3566,347.4,105.1,0
61.5141,-157.9635,327.4,35.8,0
61.5088,-157.9875,327.2,36.5,0
61.2071,-159.3141,333.9,52.4,0
61.5238,-157.9727,484.5,2094,0
61.5185,-157.997,490,2290.2,0
61.5132,-158.0211,329.5,37.8,0
61.1987,-159.4034,340.9,77.8,0
61.5391,-157.9562,385.5,279.2,0
61.5339,-157.9802,393,337.8,0
61.5284,-158.005,396.3,368.8,0
61.5231,-158.0292,346.5,77.6,0
61.5177,-158.0538,389.7,321.2,0
61.2149,-159.3874,347,97.9,0
61.2086,-159.4142,367.8,207.8,0
61.2025,-159.4402,317.4,25,0
61.5539,-157.9419,324.4,25.7,0
61.5487,-157.9656,327.6,30.2,0
61.5277,-158.0616,342.9,70.8,0
61.522,-158.0875,340.3,66.1,0
61.2311,-159.3716,330.3,46.9,0
61.2303,-159.3751,327.4,39.7,0
61.5778,-157.9123,341.6,65.7,0
61.5726,-157.9359,341.9,64,0
61.5407,-158.0797,361.8,140.8,0
61.5354,-158.1033,351.1,101.2,0
61.5873,-157.9223,354.2,109.4,0
61.5821,-157.9459,344.4,73.3,0
61.5661,-158.018,320.1,15.2,0
61.5609,-158.0417,321.4,17.8,0
61.5502,-158.0897,336,51.8,0
61.5448,-158.1139,328.9,39.5,0
61.5968,-157.9321,316.2,18.3,0
61.5597,-158.1,377.6,232.9,0
61.5546,-158.123,343.5,78.4,0
61.5959,-157.9894,330.6,39,0
61.5906,-158.0133,349.8,91.5,0
61.5799,-158.0618,359.8,132.8,0
61.5745,-158.0859,331.7,43.3,0
62.1511,-155.5172,345.7,63.9,0
62.147,-155.5382,358.4,101,0
62.2025,-155.3262,328.9,29.4,0
62.1661,-155.513,333.5,40.3,0
62.2155,-155.3135,348,64.2,0
62.2115,-155.3342,338,43,0
62.1792,-155.5,334.2,41.6,0
62.1751,-155.5209,309.8,9.8,0
62.2284,-155.3008,324.6,21.3,0
62.2493,-155.2466,362.2,106.5,0
62.2453,-155.2673,380.6,184.7,0
62.2294,-155.3499,349.2,66.1,0
62.2582,-155.2545,365.7,117.9,0
62.2542,-155.2753,341.3,46.9,0
62.2423,-155.3371,337.4,37.2,0
62.2384,-155.3578,366.3,118.9,0
62.2143,-155.482,333.7,37.5,0
62.2103,-155.5028,328,30.3,0
62.2751,-155.221,359.5,97.3,0
62.2711,-155.2416,390.9,241.2,0
62.2234,-155.4896,326.2,25.2,0
62.284,-155.229,364.6,113.3,0
62.28,-155.2497,346.5,58,0
62.2603,-155.3529,327.6,25.8,0
62.2563,-155.3736,329.6,28.4,0
62.2484,-155.4148,343.3,52.4,0
62.2366,-155.4758,359,97.7,0
62.2457,-155.4831,332.3,30.7,0
62.3146,-155.2322,336.5,38.3,0
62.2713,-155.4592,325.9,21.1,0
62.3168,-155.2387,321.6,18.2,0
62.273,-155.4652,322,18.7,0
62.278,-155.4935,348.1,65.3,0
62.2739,-155.5146,335.1,39,0
62.3227,-155.3166,323.6,16.1,0
62.3406,-155.3326,326.2,16.8,0
62.3336,-155.4231,317.5,8.1,0
62.3296,-155.444,317.5,8.8,0
62.3624,-155.328,333.5,34.8,0
62.3584,-155.3485,324.6,20,0
62.3545,-155.3689,325.5,20.8,0
62.3505,-155.39,342.2,48.5,0
62.3465,-155.4109,341.6,47.7,0
62.3425,-155.4315,399.7,301.5,0
62.3386,-155.452,462.1,1080.2,0
62.3346,-155.4728,343.6,53.6,0
62.3148,-155.5749,319.7,17.8,0
62.3067,-155.6167,317.3,16.6,0
62.3026,-155.6379,321.7,23,0
62.3673,-155.3565,339.1,45.5,0
62.3634,-155.377,360.1,100.7,0
62.3594,-155.398,346.6,61.5,0
62.3554,-155.419,333.2,34.8,0
62.3514,-155.4395,368.8,132.6,0
62.3475,-155.4599,397.1,285.4,0
62.3436,-155.4803,349.8,70.1,0
62.3396,-155.5012,357.7,93.7,0
62.3356,-155.5218,412.9,417,0
62.3317,-155.5422,373.9,156.3,0
62.3276,-155.5631,332.8,35.8,0
62.3237,-155.5836,361,106.3,0
62.3446,-155.5297,354.1,85.5,0
62.6758,-156.6309,338.7,47.7,0
62.6714,-156.6526,377.3,181.2,0
62.667,-156.6744,415.1,464.1,0
62.6627,-156.696,341.4,54.2,0
62.6849,-156.6393,365.2,125,0
62.6805,-156.6611,336,41.7,0
62.6761,-156.6829,321.6,18.6,0
62.663,-156.7479,323.7,22.8,0
62.7026,-156.6047,333.1,34.7,0
62.6982,-156.6266,359.6,102.7,0
62.6765,-156.7348,335.9,38.2,0
62.716,-156.5914,322.7,19.7,0
62.7116,-156.6132,323.9,20.3,0
62.6766,-156.7881,386.4,236.4,0
62.6722,-156.8101,321.4,21.1,0
62.6901,-156.7747,374,165.2,0
62.6858,-156.7966,344.4,60.9,0
62.7426,-156.5653,319.3,17,0
62.7297,-156.6304,364.8,119.5,0
62.7254,-156.6523,346,59.2,0
62.708,-156.7397,352.8,78.8,0
62.7036,-156.7614,361.3,109.2,0
62.6993,-156.783,353,83.8,0
62.7436,-156.5733,325.5,27.6,0
62.7305,-156.6383,363.3,118.7,0
62.7084,-156.7473,350.6,75.4,0
62.7041,-156.7689,342.1,56.4,0
62.6997,-156.7903,324.5,27.1,0
62.7527,-156.5817,359.4,108.4,0
62.7483,-156.6033,357.4,101.8,0
63.2305,-154.7522,311,10.2,0
63.2268,-154.7725,308.1,7.6,0
63.2428,-154.7402,383.1,183.7,0
63.2392,-154.7603,444.4,714.5,0
63.2552,-154.7277,358.9,88.8,0
63.2514,-154.7483,448.4,766.8,0
63.2478,-154.7683,442.8,689.6,0
63.2674,-154.7157,327.9,27.8,0
63.2639,-154.7355,346.4,57,0
63.2797,-154.7035,367.9,119.3,0
63.2761,-154.7235,476.6,1245.3,0
63.2725,-154.7436,408.7,337.1,0
63.2688,-154.7641,356.6,81.1,0
63.2542,-154.8451,331.9,32.6,0
63.2885,-154.711,342.1,49.4,0
63.2848,-154.7315,399.2,271.5,0
63.2812,-154.7516,343.3,46.4,0
63.2775,-154.772,373.8,134.4,0
63.2738,-154.7924,348.5,59.2,0
63.2702,-154.8127,342.4,48,0
63.2665,-154.8329,348.5,61.2,0
63.2629,-154.8532,357,86.7,0
63.2714,-154.8445,330.7,32.3,0
63.2677,-154.8648,320.4,19.8,0
63.2874,-154.8121,330.9,30.2,0
63.2838,-154.8322,337,39.2,0
63.6458,-153.4865,345,48.5,0
63.6576,-153.4743,336.4,34.2,0
63.6046,-153.7876,321.8,20,0
63.6662,-153.4816,344.7,49.1,0
63.6988,-153.5164,310.4,11.2,0
63.6955,-153.5359,327.1,26.2,0
62.1189,-162.9372,328.9,54.1,0
62.1208,-162.9834,333.1,71.7,0
62.2092,-162.751,337.9,88.2,0
62.2521,-162.6379,322,39.2,0
62.2281,-162.7316,327.2,49.3,0
62.2197,-162.764,321.4,35,0
62.1638,-163.0336,343.8,116.8,0
62.1751,-163.0092,325.2,42.8,0
62.1667,-163.0409,341.2,103.1,0
62.3043,-162.621,319.2,30.5,0
62.2961,-162.6528,315.9,21.7,0
62.1876,-163.0683,339.3,92.8,0
62.2069,-163.0483,344.8,117.3,0
62.1983,-163.0811,344,115.9,0
62.2346,-162.996,334,71.9,0
62.2264,-163.0276,350.4,148.2,0
62.2178,-163.0603,335.7,79.7,0
62.2534,-162.9777,336,77.3,0
62.2451,-163.0095,357.1,183.2,0
62.289,-162.894,322.1,38.1,0
62.2809,-162.9252,350.7,148.7,0
62.2724,-162.9581,327.2,49.9,0
62.3573,-162.6818,324.3,42.9,0
62.3489,-162.7147,331.5,63.7,0
62.2829,-162.9712,375.8,337.1,0
62.2746,-163.0032,327.9,57.5,0
62.3511,-162.6832,331.3,61.7,0
62.3428,-162.715,326.3,46,0
62.293,-162.9054,322.4,38.9,0
62.2844,-162.9379,346,124,0
62.2759,-162.9705,367.3,258.7,0
62.2674,-163.0026,316.4,26.9,0
59.7327,-158.2861,338.3,145.5,0
59.7186,-158.2842,346.7,202.3,0
59.689,-158.3272,347.7,212.3,0
59.6905,-158.2801,340.8,161,0
59.1135,-158.1628,351.4,250.1,0
59.6749,-158.3253,325.9,84.6,0
59.6764,-158.2782,333.8,126,0
59.7155,-158.28,342.2,160.3,0
59.6997,-158.3251,332.5,105.7,0
59.7014,-158.2781,335.7,124.3,0
59.7031,-158.2309,326.9,79.9,0
59.6856,-158.3232,345.1,198.7,0
59.6873,-158.2761,337.3,144.2,0
59.6733,-158.2744,331.4,114.5,0
59.4806,-159.4855,316.5,40.4,0
59.2183,-158.0881,323.6,63.8,0
59.1885,-158.1313,338.8,143.8,0
59.1744,-158.1291,372.9,489,0
59.1759,-158.0824,354.9,270.8,0
59.1603,-158.1271,359.6,318.2,0
59.1618,-158.0806,387.4,735.8,0
59.1477,-158.0787,339.7,150.1,0
59.1855,-158.1267,344.2,179.7,0
59.1714,-158.1246,371,456.3,0
59.1731,-158.078,366.4,395.1,0
59.1573,-158.1226,359.9,325.6,0
59.1449,-158.0743,335.8,127.5,0
59.159,-158.0762,375.7,533.9,0
61.5344,-155.8249,342.5,231.9,0
61.4955,-157.9801,341.4,194.5,0
61.4941,-158.0329,401.8,1159.9,0
61.5479,-156.0139,325.2,99.7,0
61.51,-157.9804,346.4,226.8,0
61.5085,-158.0342,378.3,631,0
61.5259,-157.9284,336.4,151.6,0
61.5244,-157.9827,390.7,877.6,0
61.5229,-158.0386,388.2,813.5,0
61.5214,-158.0916,373.8,548,0
61.5403,-157.9331,351.7,271.8,0
61.5388,-157.9876,376.1,584.7,0
61.5357,-158.0968,327.3,84.8,0
61.5548,-157.9342,359.9,359.9,0
61.5533,-157.9871,340.6,159.7,0
61.5485,-158.1519,328.7,93.6,0
61.5838,-157.9349,334.3,130.8,0
61.5807,-158.0417,335.7,129,0
61.5791,-158.0942,330.2,99.1,0
61.5576,-157.9433,332.3,114.1,0
61.5866,-157.9439,332.9,125.4,0
62.1314,-155.5546,309.6,51.6,0
62.1652,-155.3536,403,1673.8,0
62.1646,-155.4208,396.8,1426.4,0
62.1812,-155.3533,417.5,2304.8,0
62.1805,-155.4215,385.6,1066.6,0
62.1588,-155.3627,390.1,1220.4,0
62.1584,-155.4297,365.2,599.4,0
62.1748,-155.3625,428.1,2878.2,0
62.1744,-155.4303,374.6,786.1,0
62.1908,-155.3625,377.8,865.1,0
62.2394,-155.2951,366.8,623.8,0
62.2554,-155.2956,334.6,177.6,0
62.2721,-155.2276,330.6,154.5,0
62.2694,-155.5076,327.8,127.8,0
62.2303,-155.2986,334.9,179,0
62.2463,-155.2992,362.1,543.3,0
62.2627,-155.231,333.6,182.3,0
62.2769,-155.5146,324.8,109.8,0
62.3407,-155.5119,347.2,305.5,0
62.358,-155.3721,327.2,119.9,0
62.3348,-155.5212,339.8,229.4,0
62.3512,-155.4502,336.2,194,0
62.1256,-162.9275,339.1,85.2,0
62.1234,-162.9625,340,86.5,0
62.1659,-162.8655,320.7,30.4,0
62.1847,-162.7606,358.6,194.6,0
62.1696,-162.8712,325.4,41.4,0
62.1589,-163.0499,339,88.4,0
62.188,-162.7668,357.8,188.2,0
62.1947,-163.0582,327.3,51.7,0
62.2569,-162.639,315.5,22,0
62.2467,-163.0017,341.5,97.3,0
62.2525,-163.0109,327.6,46.6,0
62.2827,-162.9113,324.2,41.6,0
62.6643,-156.6605,336.2,182.9,0
62.6632,-156.7252,332.7,149.3,0
62.6621,-156.7874,360,437.8,0
62.661,-156.8491,329.7,140.2,0
62.6796,-156.6625,319.2,73.7,0
62.6785,-156.7263,322.2,79.3,0
62.6774,-156.7872,349.2,298.1,0
62.6762,-156.8506,325.4,107.8,0
62.6926,-156.7898,351.3,311.9,0
62.6622,-156.67,338.5,202.6,0
62.6613,-156.7345,329.6,123.6,0
62.6604,-156.7969,358.1,412,0
62.6595,-156.8589,315.5,64.5,0
62.6775,-156.6719,322.3,86.6,0
62.6766,-156.7356,327.7,106.7,0
62.6757,-156.7964,355,364.5,0
62.6909,-156.7998,353.8,347.4,0
62.7503,-156.6179,310.6,50.6,0
63.2298,-154.7262,351.5,443.6,0
63.2293,-154.8711,305.7,39.4,0
63.246,-154.7971,383.6,1129.7,0
63.2457,-154.869,434.9,3565.7,0
63.2209,-154.7347,335,245,0
63.2373,-154.8076,382.2,1092.5,0
63.2373,-154.8793,389.6,1311.1,0
63.2537,-154.734,341.3,295.7,0
63.2537,-154.8058,388.4,1265.7,0
63.2536,-154.8774,402.5,1771.5,0
63.2701,-154.7328,344.5,337,0
63.2701,-154.804,369.7,761.9,0
63.27,-154.8767,333.1,200.6,0
63.2866,-154.7312,342.8,325.9,0
63.2864,-154.8029,320.2,119.6,0
63.275,-154.7351,332.5,203,0
63.2751,-154.8065,338.3,264.7,0
63.2753,-154.8799,321.2,112.5,0
63.2914,-154.7343,333.2,217.3,0
60.9069,-157.2275,315.4,54.6,0
61.1769,-156.0963,316.5,76.4,0
61.1801,-159.2979,320.3,54.3,0
61.1782,-159.346,367,386.6,0
61.1763,-159.3927,339.7,147.6,0
61.1938,-159.2994,328.8,80.4,0
61.1919,-159.3463,345.6,177,0
61.1899,-159.395,328.2,78.3,0
61.174,-159.3062,316.7,38.5,0
61.1722,-159.3543,345.2,179.4,0
61.1877,-159.3079,339.6,139.9,0
61.1859,-159.3549,360.6,304.3,0
61.1841,-159.4035,333.2,102.6,0
61.2014,-159.3095,334.2,105.4,0
61.1978,-159.4048,327.9,75.7,0
61.215,-159.3115,332.5,96.4,0
61.2114,-159.4059,344.5,166.2,0
61.4655,-155.9342,344.8,281.6,0
61.4614,-155.9435,338.4,212.5,0
61.477,-155.9448,336,178.3,0
61.5256,-155.8213,344.6,243.5,0
61.5386,-156.0103,326.6,103.9,0
61.4947,-157.9764,325.2,92.3,0
61.4931,-158.0292,403.5,1208.3,0
61.5092,-157.9768,337.7,163.2,0
61.5076,-158.0304,381.8,700.9,0
61.5193,-155.7596,350.8,327.4,0
61.5187,-155.8247,332.7,137.5,0
60.7772,-156.9825,325.1,101.8,0
60.7761,-157.0382,338.8,191,0
60.7921,-156.9843,339.4,199.4,0
60.791,-157.0414,351.9,315.7,0
60.8071,-156.9857,309,38.6,0
60.8059,-157.0435,304,21.1,0
60.8172,-157.2105,362.5,438.7,0
60.8159,-157.2663,409,1483.6,0
60.832,-157.2122,336.8,168.2,0
60.8307,-157.2681,353.9,323.2,0
60.8467,-157.2169,330.6,130.1,0
60.8455,-157.2695,322.4,81.6,0
60.8616,-157.2176,345.9,247.3,0
60.8602,-157.2713,319.7,67.1,0
60.8764,-157.2171,359.1,385.1,0
60.8751,-157.2715,368,503.6,0
60.8898,-157.2732,328.8,109,0
60.9061,-157.218,312.9,44.4,0
60.9046,-157.2764,311.5,37.4,0
60.8624,-157.2264,337.2,165.7,0
60.8772,-157.2263,369.8,536.8,0
60.8761,-157.281,356.8,348.9,0
60.8921,-157.228,334.3,152.8,0
60.8908,-157.2832,320.5,70.9,0
61.1826,-156.0932,305.6,31.8,0
60.2886,-160.3458,323,54.1,0
60.6885,-157.0202,359.8,420.4,0
60.6871,-157.0781,323.1,96.9,0
60.7047,-156.9648,363.6,468,0
60.7034,-157.0213,412.8,1660.6,0
60.702,-157.0786,333.7,151.9,0
60.7197,-156.9657,337.5,183.1,0
60.7183,-157.0222,394.5,1080.9,0
60.7169,-157.0791,331.5,133.7,0
60.7332,-157.0235,346.7,266.3,0
60.7047,-156.9738,379.4,727.1,0
60.7036,-157.0303,408.2,1492.1,0
60.7197,-156.9747,349.9,291.3,0
60.7185,-157.0314,394.5,1080.1,0
60.7334,-157.0331,341.8,212.4,0
60.7496,-156.9776,336,170.3,0
60.7483,-157.0341,388.4,928.9,0
60.7645,-156.9788,347.5,274.3,0
60.7633,-157.0348,369.3,550.7,0
60.7795,-156.9792,316.2,61.8,0
60.7782,-157.0351,351,308.9,0
60.7944,-156.9809,332.9,151.7,0
60.7931,-157.0383,352.3,320.5,0
60.8187,-157.2068,352.3,318.4,0
60.8172,-157.263,416.9,1770.8,0
29.9577,-93.8833,314.9,17.5,2
32.1048,-105.7688,305.8,20.5,0
34.9912,-108.1283,300,16.2,0
35.8491,-105.5929,334.6,76.2,0
35.8455,-105.605,315.9,33.3,0
35.8489,-105.5868,328.4,59.5,0
36.4488,-106.2311,306.2,18.7,0
42.6847,-111.5938,306,36.6,2
40.0486,-121.7727,303.4,6.7,0
40.0471,-121.7868,305.6,8.4,0
61.4647,-155.1358,311.5,70.4,0
62.6591,-156.8076,317.5,83.6,0
63.2859,-154.8392,307.1,38,0
62.6384,-156.7013,348.2,299.7,0
62.6402,-156.6974,348.7,313.1,0
63.248,-154.77,322.7,79.4,0
62.6281,-156.6775,311.1,62.9,0
63.2119,-154.7787,344.7,205,0
61.5281,-158.0501,305.8,54.4,0
62.2576,-162.6431,302.5,52.6,0
19.4164,-155.2578,305.6,65.9,1
19.4092,-155.2937,333.2,260.1,1
19.4062,-155.2632,313.6,103.2,1
19.3987,-155.2991,326.6,195.2,1
55.412,-161.8882,328.8,44.1,1
60.7865,-157.3062,319.7,19.5,0
59.1306,-158.1149,357.1,81,0
59.1441,-158.0855,323.8,24.9,0
59.1417,-158.1025,328.5,29.6,0
59.1346,-158.1537,301.4,7.3,0
59.1552,-158.0731,334.6,38.6,0
59.1529,-158.0901,324.4,25,0
59.1664,-158.0606,357.8,84.9,0
59.164,-158.0777,332.5,35.7,0
59.1568,-158.129,341.6,47.2,0
59.1751,-158.0653,315.5,17.7,0
59.1656,-158.1337,305.5,9.1,0
59.1732,-158.1434,307.3,11,0
59.1819,-158.1481,311.5,13.3,0
59.1907,-158.1528,302.3,7.8,0
59.2018,-158.1404,311.3,13.4,0
59.2129,-158.128,310.8,13.5,0
59.2264,-158.0984,315.9,18.3,0
59.2241,-158.1155,314.6,16.9,0
59.8791,-156.1591,356.2,85.1,0
59.8768,-156.1779,331.2,34,0
59.8587,-156.3265,309.8,13.3,0
59.8678,-156.3308,322.9,25,0
59.889,-156.2102,305.1,10.6,0
59.8734,-156.34,314.5,18.7,0
59.8937,-156.3302,315.4,18.6,0
59.905,-156.316,305.9,11.5,0
59.6652,-158.3108,317.6,17.1,0
59.6667,-158.3676,343.6,51.4,0
59.6643,-158.385,310,11.7,0
59.7011,-158.2556,307.5,10.6,0
59.7002,-158.33,326.7,24.8,0
59.6978,-158.3473,331.6,31.5,0
59.7077,-158.3397,333,36.6,0
59.7053,-158.357,301,6.9,0
59.7436,-158.2845,300.7,6.8,0
59.7412,-158.3019,320.1,20.9,0
59.7388,-158.3193,316.5,17.5,0
60.6747,-157.0153,352.2,75.4,0
60.6723,-157.0345,357.9,89.8,0
60.6699,-157.0536,313.8,16.3,0
60.6883,-156.9823,305.4,10.7,0
60.686,-157.001,313.2,16.1,0
60.6813,-157.0388,326.7,28.2,0
60.679,-157.0577,326.8,28.8,0
60.695,-157.0056,324,25.3,0
60.6927,-157.0245,327.8,28.4,0
60.6903,-157.0434,348.4,64,0
60.688,-157.0625,320.3,21.7,0
60.7017,-157.0292,335.7,38.5,0
60.6993,-157.0481,344.4,55.2,0
60.72,-156.9581,315.8,17.9,0
60.7177,-156.9771,372.9,138.7,0
60.7258,-156.9677,384.8,190.5,0
60.7234,-156.9867,358.9,90.9,0
60.7348,-156.9724,344.3,56.5,0
60.7301,-157.0104,328.1,28.1,0
60.7278,-157.0293,341.1,48.2,0
60.7461,-156.9581,316.3,17.4,0
60.7438,-156.9771,369.7,124.9,0
60.2927,-160.3408,333.7,37.6,0
60.29,-160.3583,308.6,11.8,0
60.3013,-160.3462,300,6.4,0
60.7638,-157.0479,313.4,14.7,0
60.7864,-157.0197,313.1,14.4,0
60.7559,-157.2647,372.4,133.3,0
60.7536,-157.2834,440.5,634.3,0
60.7512,-157.302,435.6,576.8,0
60.7489,-157.3206,332.4,35,0
60.7465,-157.3392,303.5,8.2,0
60.7953,-157.0246,311.3,13.7,0
60.7672,-157.2505,314.5,13.8,0
60.7649,-157.2692,454.8,823.8,0
60.7625,-157.2881,405.5,304.5,0
60.7602,-157.3069,381.8,170.2,0
60.7578,-157.3255,333.7,35.9,0
60.7785,-157.2365,411.5,350.8,0
60.7762,-157.2551,481.3,1288,0
60.7738,-157.274,368.6,119.1,0
60.7691,-157.3115,338.8,44.3,0
60.7846,-157.2451,422.1,441.2,0
60.7822,-157.2639,410,339.4,0
60.7799,-157.2827,323.4,22.4,0
60.7776,-157.3015,321.8,22.1,0
60.7752,-157.3204,309.7,12.6,0
60.7958,-157.231,383.5,181.1,0
60.7935,-157.2499,420.7,428.3,0
60.8048,-157.2358,419.4,416.3,0
60.8024,-157.2548,366.4,108.8,0
60.7978,-157.2923,333.5,34,0
60.8161,-157.2218,333.3,36,0
60.8137,-157.2407,348.3,61.1,0
60.8452,-157.2177,329.7,30.7,0
60.8698,-157.2504,321.9,22.7,0
60.8852,-157.1841,307.2,11.6,0
60.8782,-157.241,315,16.5,0
60.8759,-157.2597,313,14.8,0
60.8871,-157.2457,317.6,19.6,0
60.9031,-157.1936,302,8.3,0
60.8961,-157.2503,303.8,9.6,0
61.1492,-156.0625,338,48.3,0
61.1584,-156.067,324,26,0
61.4045,-154.9364,310.3,17.7,0
61.4022,-154.9578,301,10.2,0
61.4317,-154.8844,301.6,11.2,0
61.4136,-155.0591,313,20.5,0
61.4113,-155.0808,300.4,10.2,0
61.4758,-155.1324,319.2,23.9,0
61.4891,-155.859,309.8,15.4,0
61.1391,-159.3168,341.6,48.3,0
61.1366,-159.3349,322.1,21.7,0
61.1453,-159.3402,310.7,11.5,0
61.5948,-155.8282,301.1,8.8,0
61.1616,-159.3563,324.3,23.4,0
61.1489,-159.4468,326,26.9,0
61.1464,-159.4649,328.4,29.7,0
61.5911,-155.9868,305,12,0
61.1829,-159.2709,300.4,7.5,0
61.1804,-159.2891,328.5,30.5,0
61.1677,-159.3798,331.2,32.3,0
61.1652,-159.3978,308,9.7,0
61.1627,-159.4159,315.6,15.5,0
61.1602,-159.434,381.2,160.7,0
61.1576,-159.4521,374.4,135,0
61.1551,-159.4703,368.7,115.4,0
61.1916,-159.2762,335.5,39.7,0
61.1891,-159.2943,347,58.9,0
61.1739,-159.4032,315.1,13.2,0
61.1714,-159.4212,364.4,99.1,0
61.1689,-159.4394,364.2,98.8,0
61.1663,-159.4575,326.6,27.2,0
61.2003,-159.2814,326.1,27.1,0
61.1978,-159.2996,313,13.9,0
61.1801,-159.4266,354,71.7,0
61.1776,-159.4447,321.2,19.2,0
61.209,-159.2867,331.9,35.1,0
61.1888,-159.432,316.4,15.7,0
61.1863,-159.4501,317.1,16.5,0
61.2177,-159.2919,332.5,35.9,0
61.1975,-159.4372,312.6,13,0
61.2265,-159.2972,325.1,25.6,0
61.2239,-159.3154,315.3,15.7,0
61.2352,-159.3025,316.5,17.5,0
61.2327,-159.3206,311.1,12.8,0
61.2414,-159.3259,306.8,10.8,0
59.1258,-158.1491,315.8,16.7,0
58.9197,-156.3323,300.6,7.6,0
58.9287,-156.3366,305.5,10.7,0
59.1195,-158.1273,321.1,22.6,0
59.1171,-158.1444,306.4,10.7,0
59.133,-158.0979,335.8,40.1,0
59.1282,-158.132,341.8,49,0
61.5037,-157.9877,351.1,70.6,0
61.469,-158.1107,316,17.2,0
61.4714,-158.0917,321.5,22.6,0
61.4811,-158.0159,324.7,25.9,0
62.2932,-162.9255,320.5,21.3,0
62.2876,-162.9003,321.1,22.1,0
62.2906,-162.8818,302.6,7.6,0
62.3297,-162.6382,314.9,16.2,0
62.2491,-163.0186,328.2,30.8,0
62.2521,-162.9998,324.3,26.3,0
62.3124,-162.6255,310.6,12.4,0
63.2975,-154.8228,300.6,10.8,0
62.2374,-163.0307,318.8,20.2,0
62.2404,-163.012,321.2,22.5,0
62.3038,-162.6191,316,17,0
63.283,-154.8675,314.6,22,0
63.2853,-154.8428,324.9,35.3,0
62.2226,-163.0616,327,29,0
62.2257,-163.0427,317.6,19.1,0
62.2078,-163.0928,322.5,24.3,0
62.2109,-163.0739,326.2,27.8,0
62.214,-163.055,329.2,32,0
62.2806,-162.6438,319.9,20.6,0
62.1982,-163.1009,326.6,28.7,0
62.2013,-163.082,318.6,20.1,0
62.2736,-162.6329,310.5,11.5,0
63.2623,-154.8779,308.8,15.5,0
62.2534,-162.6387,306.5,9.2,0
62.2563,-162.6202,307.8,10.4,0
62.1692,-163.0999,315,16.1,0
62.2388,-162.6697,301.8,6.7,0
62.1575,-163.1121,350.9,68.4,0
62.1606,-163.0933,346.4,58.3,0
62.1729,-163.0181,311.5,13.1,0
62.2062,-162.8126,302.1,6.7,0
62.2152,-162.7564,316.4,16.7,0
62.2182,-162.7377,323,23.2,0
63.2274,-154.8114,328.6,38,0
63.2298,-154.7864,406.3,411.6,0
63.2321,-154.7623,316.7,19.8,0
62.1489,-163.1055,327.3,28.6,0
62.1519,-163.0866,309.3,10.9,0
62.155,-163.0678,333.4,35.6,0
62.1581,-163.0491,339.1,44.2,0
62.1642,-163.0118,303.9,8,0
62.1885,-162.8621,306.2,8.7,0
62.1915,-162.8435,310.1,10.8,0
62.2006,-162.7874,324.2,22.5,0
62.2036,-162.7687,321,19.8,0
62.2066,-162.75,328.9,29.7,0
62.2096,-162.7314,330.4,32,0
63.2199,-154.7821,335,50.7,0
63.2222,-154.7576,318,23.4,0
62.189,-162.7996,318.7,16.4,0
62.1919,-162.781,324.8,21.9,0
62.1949,-162.7624,313,12.9,0
63.2101,-154.7763,318.3,25.6,0
62.1682,-162.868,324.1,23.7,0
62.1803,-162.7931,342.9,50.3,0
62.1863,-162.7561,314.7,14.1,0
62.1893,-162.7374,311.3,12.1,0
62.1717,-162.7869,342.8,50.6,0
62.1747,-162.7683,365.8,106.5,0
62.1777,-162.7496,328.5,29.4,0
62.1807,-162.731,313.4,14.1,0
62.1449,-162.8923,324.1,25.2,0
62.163,-162.7805,311.3,12.2,0
62.166,-162.7619,306.8,8.9,0
62.123,-162.9741,313.7,14.3,0
62.1322,-162.9179,328.3,28.9,0
62.1352,-162.8992,337.7,42.5,0
62.1382,-162.8805,318.6,18.1,0
62.1113,-162.9864,355.1,77.7,0
62.1144,-162.9676,328.1,29.4,0
62.1174,-162.9488,308.1,10.6,0
62.1205,-162.9301,312.3,13.1,0
62.1235,-162.9113,319.2,18.9,0
62.1266,-162.8926,300.9,5.9,0
62.1027,-162.9798,328.8,29.8,0
62.1058,-162.961,327.2,27.5,0
62.1088,-162.9422,338,42.8,0
62.1119,-162.9234,334.6,37.2,0
